feature,abs_coeff
S100A6,0.011380172494867826
CFHR1,0.011358384148775554
EXOSC4,0.011293664101242919
CES2,0.011283935477353025
BIRC3,0.011235304830911612
CYP3A4,0.011169260242423984
CPN2,0.011152361117896673
THRSP,0.011120765084720974
SLC2A2,0.01110630573175692
ESM1,0.011076147394462733
ORM2,0.011061078930819934
SP5,0.010999246235623575
LUM,0.010977882946064835
CYP2A7,0.01095773490575468
RARRES2,0.010948307489246769
HLA-DQA2,0.010941416402301195
FNDC5,0.010897348026976113
NEU4,0.010869795684008466
CXCL16,0.010801213709183986
NDRG1,0.010785643594194216
LGALS3,0.010691552793492298
G6PC,0.01067963576300495
TMC4,0.010645573424588824
FGL1,0.010622658706253674
IGSF23,0.010619220048525526
GZMA,0.01052356356772795
HRCT1,0.010451297073226052
G0S2,0.010347778832391826
CD2,0.010302921680256974
HSD17B2,0.01029635382271916
CHI3L1,0.010277658304204584
RARRES1,0.010180193550384053
MGP,0.010165443351245522
S100P,0.01015944889164446
FGB,0.010141608430496798
ALDH1L1,0.010073332254923646
METTL7B,0.010052636086227942
CYP4F12,0.010033807360591947
EEF1A2,0.00994566664949416
TSPAN8,0.009926888318514541
C7,0.009901991255236085
COL3A1,0.009764456655091744
RGS1,0.00976096746139359
TM6SF2,0.009648257256331883
TNFRSF12A,0.009620702424114495
LEPR,0.009449536257868797
KCNJ8,0.009424416065738283
SLC1A1,0.009407731463905954
FMO3,0.009384511990266731
BOK,0.00938428786390717
GPX7,0.00932708003533911
FBLN5,0.00930323118138293
CAMK2N2,0.009281267649983972
IGFBP5,0.009253835888814278
WLS,0.00919373954021459
ACOT12,0.009135222314731368
SULT1A1,0.008976470506247052
CLRN3,0.008959722976498302
STEAP1,0.0089285233295378
GPT2,0.008833545908972494
DSG2,0.00883002188971182
ENO3,0.008772630534558146
SEMA3B,0.008726731297700291
DCN,0.00863733714767959
PPP1R3C,0.008621223684887635
PTP4A3,0.00856164970433755
NT5DC2,0.008419308567106428
UPB1,0.008388397334867058
BHMT,0.008131877596928617
IFI27L2,0.007891903303506568
GEM,0.007858161347311
SLC17A2,0.0078416569054093
SERPINC1,0.007832283467815787
TMEM92,0.007654788504533697
LY6E,0.0075924614310778245
QSOX1,0.007447922710018474
RHBG,0.007382517015777087
VNN3,0.00731358578007502
CYP2J2,0.0072959903657210876
SLC51A,0.007284690292921674
COL5A1,0.006940408953812154
BLMH,0.006914659871544178
ERRFI1,0.006851764968113803
RASD1,0.0068464986657905385
TRIB3,0.006723537540530052
GCKR,0.0066678959987333496
ELN,0.006646373485059658
RPL8,0.006495942104956175
TMEM86B,0.006494754938867186
CFHR5,0.006468989139127325
SYNE4,0.006417135553343157
AZGP1,0.0063745713341526586
MAT1A,0.006344551650796403
MGST1,0.006312196013893277
HPX,0.00628551989561294
AKR7A3,0.006268781049618504
ACP5,0.006242580191149669
KCNJ4,0.006234185846493246
PROZ,0.006198436664122674
ZFP36L2,0.006171895216474546
AKR1B10,0.006164699249272804
RBP4,0.006116732877586372
MBL2,0.005906412436450651
CD5L,0.005809330776525925
SPHK1,0.005805880047412618
FMOD,0.005746845457503172
GCGR,0.005702051216611
SCARA3,0.005633644509746051
MOGAT3,0.005627864628607412
DDR1,0.005572185354287757
SEPTIN4,0.005517810990529653
SLC22A10,0.0054207588965932045
INSIG1,0.0053498654647397845
HPN,0.005286370532263707
APOF,0.005240347187390283
CXCL9,0.005209549355650353
CYP39A1,0.005146136979849806
DPP7,0.004993957999714421
HPD,0.004865401798604042
CYP4F3,0.004789221670421683
IFITM1,0.004757073581406482
FADS6,0.004708093592954829
SLC38A3,0.004676738827185462
HLA-C,0.0046605886078244
SLCO2B1,0.00450760936221005
SFN,0.004358569706874669
AEBP1,0.004159866208106681
F13B,0.00407878981042929
GADD45B,0.00407605814196343
SLC25A18,0.00383017837251881
GOLT1A,0.0037762839704746217
SLC25A47,0.003509401703858715
ELOVL7,0.003491963636759549
CLEC3B,0.0034241465668419842
MTTP,0.0033369942339868635
SERPINF2,0.0032377633929238005
RAB34,0.0030946346213143352
SLC7A2,0.003025592536596502
SDS,0.002981407566602568
TXNIP,0.0029568413734782665
DPYS,0.0029308449458220072
NOTUM,0.0028412079752992386
SCGN,0.002732463292236921
ITM2C,0.0027233397601820176
TCIM,0.002667889815118237
ASPDH,0.002581764472565414
SLC38A4,0.002517953231276135
MLXIPL,0.002368225812496617
CD52,0.002360489276165263
TKFC,0.0023590725148677962
AQP1,0.00235627853933045
BAAT,0.002316933332092297
SLC27A5,0.002312355096593959
LGALS2,0.002294011052604308
ETNPPL,0.0022920420864063267
FURIN,0.002289479354384052
A2M,0.002282786584832927
H1-2,0.002177543710513835
SLC17A1,0.0021268218610248153
SPP2,0.0019047845693438061
MFAP4,0.0018717124508246632
COL1A2,0.0018255026754678534
AASS,0.0018222304147891594
RBP7,0.0017919909341657433
ADAMTSL2,0.001678450707796127
CCL19,0.00167829283624598
APOH,0.0015718202621918904
FBLN2,0.001521092224964288
IFIT1,0.0015150958883022743
MOGAT2,0.001500417205180701
LGALS4,0.0013382824882158131
COL6A2,0.0012953285367067026
FST,0.0011472533936793203
SAA2,0.0011422390951983908
SNCG,0.001130862863521969
FOXQ1,0.0011030181727748698
ACSM2B,0.0010191043425481923
BHMT2,0.0009891211242543528
ITIH1,0.0009396808338724477
CAV2,0.0008906203055918376
SLC46A3,0.0008586056907486042
EMID1,0.0008299415630111709
NPW,0.0007747291433742776
C12orf75,0.000736833749332211
TFF3,0.0007237707420017336
CCL18,0.0006834285170813664
THBS4,0.0005994653024935477
CYFIP2,0.000561333798879406
SULT1C2,0.0005522511421484986
CDKN2A,0.0005176807976061252
APOC3,0.00048320284249082527
METRN,0.00037942548731311593
CFHR3,0.0003341712955530992
GGT5,0.00032865991258402975
CCL16,0.0003111141440441976
COL1A1,0.0002869837912012353
RTP3,0.0002482794132992781
PAH,0.00020044005642778432
APLNR,0.00017813090506814985
MMP2,0.00011673936328052302
